User_ID,Session_Date,Device_Type,Add_to_Cart,Proceed_to_Checkout,Complete_Purchase,Drop_Reason
508,2024-11-22,Tablet,No,No,No,-
509,2024-11-23,Desktop,No,No,No,-
510,2024-11-30,Tablet,No,No,No,-
511,2024-11-07,Desktop,Yes,No,No,Complex Checkout Process
512,2024-11-28,Mobile,Yes,Yes,Yes,-
513,2024-11-15,Mobile,Yes,No,No,High Shipping Cost
514,2024-11-09,Tablet,Yes,No,No,Limited Payment Options
515,2024-11-04,Mobile,Yes,No,No,Not Ready to Buy
516,2024-11-26,Tablet,Yes,No,No,Not Ready to Buy
517,2024-11-30,Desktop,No,No,No,-
518,2024-11-10,Desktop,Yes,Yes,Yes,-
519,2024-11-17,Tablet,Yes,No,No,Not Ready to Buy
520,2024-11-02,Tablet,No,No,No,-
521,2024-11-03,Mobile,No,No,No,-
522,2024-11-01,Tablet,No,No,No,-
523,2024-11-19,Tablet,No,No,No,-
524,2024-11-17,Desktop,No,No,No,-
525,2024-11-09,Tablet,Yes,No,No,Complex Checkout Process
526,2024-11-17,Tablet,No,No,No,-
527,2024-11-20,Mobile,Yes,No,No,Not Ready to Buy
528,2024-11-10,Tablet,Yes,Yes,No,Limited Payment Options
529,2024-11-25,Tablet,Yes,Yes,No,High Shipping Cost
530,2024-11-23,Mobile,No,No,No,-
531,2024-11-29,Mobile,No,No,No,-
532,2024-11-17,Mobile,No,No,No,-
533,2024-11-15,Desktop,Yes,Yes,Yes,-
534,2024-11-10,Tablet,Yes,No,No,Complex Checkout Process
535,2024-11-19,Desktop,Yes,No,No,Complex Checkout Process
536,2024-11-04,Tablet,No,No,No,-
537,2024-11-15,Tablet,Yes,No,No,Complex Checkout Process
538,2024-11-27,Mobile,Yes,No,No,High Shipping Cost
539,2024-11-17,Mobile,No,No,No,-
540,2024-11-11,Tablet,Yes,Yes,Yes,-
541,2024-11-25,Tablet,No,No,No,-
542,2024-11-08,Mobile,Yes,Yes,No,High Shipping Cost
543,2024-11-16,Desktop,Yes,No,No,Limited Payment Options
544,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
545,2024-11-29,Tablet,No,No,No,-
546,2024-11-04,Tablet,Yes,No,No,Complex Checkout Process
547,2024-11-19,Mobile,Yes,No,No,Limited Payment Options
548,2024-11-13,Tablet,Yes,No,No,High Shipping Cost
549,2024-11-13,Mobile,Yes,No,No,High Shipping Cost
550,2024-11-13,Mobile,No,No,No,-
551,2024-11-19,Mobile,Yes,Yes,No,Not Ready to Buy
552,2024-11-25,Tablet,Yes,Yes,Yes,-
553,2024-11-24,Desktop,No,No,No,-
554,2024-11-19,Desktop,Yes,No,No,High Shipping Cost
555,2024-11-11,Tablet,No,No,No,-
556,2024-11-05,Tablet,Yes,No,No,Not Ready to Buy
557,2024-11-18,Desktop,Yes,No,No,Forced Account Creation
558,2024-11-22,Mobile,No,No,No,-
559,2024-11-24,Mobile,No,No,No,-
560,2024-11-28,Desktop,Yes,No,No,Not Ready to Buy
561,2024-11-15,Mobile,Yes,No,No,Forced Account Creation
562,2024-11-07,Tablet,No,No,No,-
563,2024-11-25,Tablet,No,No,No,-
564,2024-11-16,Mobile,Yes,No,No,High Shipping Cost
565,2024-11-23,Desktop,No,No,No,-
566,2024-11-17,Mobile,No,No,No,-
567,2024-11-18,Desktop,No,No,No,-
568,2024-11-24,Mobile,No,No,No,-
569,2024-11-19,Desktop,No,No,No,-
570,2024-11-19,Mobile,Yes,No,No,High Shipping Cost
571,2024-11-07,Mobile,No,No,No,-
572,2024-11-24,Tablet,No,No,No,-
573,2024-11-06,Mobile,Yes,No,No,Forced Account Creation
574,2024-11-11,Tablet,No,No,No,-
575,2024-11-08,Mobile,Yes,No,No,High Shipping Cost
576,2024-11-26,Desktop,No,No,No,-
577,2024-11-20,Desktop,Yes,Yes,Yes,-
578,2024-11-07,Tablet,No,No,No,-
579,2024-11-24,Tablet,No,No,No,-
580,2024-11-24,Mobile,Yes,No,No,High Shipping Cost
581,2024-11-12,Tablet,Yes,Yes,Yes,-
582,2024-11-03,Mobile,No,No,No,-
583,2024-11-09,Mobile,Yes,No,No,Forced Account Creation
584,2024-11-30,Tablet,Yes,Yes,No,Not Ready to Buy
585,2024-11-27,Mobile,Yes,Yes,No,Limited Payment Options
586,2024-11-20,Mobile,Yes,No,No,Forced Account Creation
587,2024-11-12,Desktop,Yes,Yes,Yes,-
588,2024-11-15,Desktop,Yes,Yes,No,Not Ready to Buy
589,2024-11-23,Desktop,No,No,No,-
590,2024-11-13,Tablet,No,No,No,-
591,2024-11-24,Desktop,Yes,Yes,No,Forced Account Creation
592,2024-11-09,Desktop,Yes,Yes,Yes,-
593,2024-11-03,Mobile,No,No,No,-
594,2024-11-04,Tablet,Yes,No,No,Limited Payment Options
595,2024-11-11,Mobile,Yes,Yes,Yes,-
596,2024-11-10,Desktop,No,No,No,-
597,2024-11-24,Tablet,Yes,No,No,High Shipping Cost
598,2024-11-12,Desktop,Yes,No,No,Complex Checkout Process
599,2024-11-25,Tablet,Yes,Yes,No,High Shipping Cost
600,2024-11-05,Desktop,Yes,Yes,No,Forced Account Creation
601,2024-11-18,Mobile,No,No,No,-
602,2024-11-20,Desktop,Yes,No,No,Forced Account Creation
603,2024-11-30,Mobile,No,No,No,-
604,2024-11-05,Mobile,Yes,Yes,Yes,-
605,2024-11-21,Mobile,No,No,No,-
606,2024-11-02,Tablet,No,No,No,-
607,2024-11-08,Desktop,No,No,No,-
608,2024-11-18,Desktop,Yes,Yes,Yes,-
609,2024-11-04,Desktop,Yes,Yes,Yes,-
610,2024-11-10,Desktop,Yes,Yes,No,Not Ready to Buy
611,2024-11-11,Tablet,Yes,Yes,Yes,-
612,2024-11-01,Tablet,Yes,Yes,Yes,-
613,2024-11-17,Tablet,No,No,No,-
614,2024-11-06,Mobile,Yes,Yes,No,Not Ready to Buy
615,2024-11-01,Mobile,No,No,No,-
616,2024-11-03,Tablet,Yes,No,No,Not Ready to Buy
617,2024-11-25,Desktop,Yes,Yes,No,High Shipping Cost
618,2024-11-06,Tablet,No,No,No,-
619,2024-11-07,Desktop,Yes,Yes,No,Forced Account Creation
620,2024-11-07,Mobile,Yes,No,No,Complex Checkout Process
621,2024-11-08,Mobile,No,No,No,-
622,2024-11-03,Tablet,Yes,No,No,Not Ready to Buy
623,2024-11-20,Tablet,Yes,No,No,Forced Account Creation
624,2024-11-10,Desktop,Yes,Yes,No,Not Ready to Buy
625,2024-11-12,Tablet,Yes,Yes,Yes,-
626,2024-11-16,Desktop,No,No,No,-
627,2024-11-09,Desktop,No,No,No,-
628,2024-11-17,Tablet,No,No,No,-
629,2024-11-26,Desktop,Yes,Yes,Yes,-
630,2024-11-19,Mobile,Yes,Yes,No,Forced Account Creation
631,2024-11-14,Desktop,Yes,No,No,Forced Account Creation
632,2024-11-10,Mobile,No,No,No,-
633,2024-11-04,Mobile,Yes,No,No,Forced Account Creation
634,2024-11-18,Tablet,Yes,Yes,No,Not Ready to Buy
635,2024-11-27,Mobile,Yes,No,No,Limited Payment Options
636,2024-11-02,Mobile,No,No,No,-
637,2024-11-27,Tablet,No,No,No,-
638,2024-11-30,Tablet,Yes,Yes,Yes,-
639,2024-11-30,Mobile,No,No,No,-
640,2024-11-28,Tablet,Yes,No,No,Complex Checkout Process
641,2024-11-16,Tablet,Yes,No,No,Limited Payment Options
642,2024-11-05,Mobile,Yes,Yes,Yes,-
643,2024-11-23,Desktop,Yes,No,No,Complex Checkout Process
644,2024-11-08,Tablet,No,No,No,-
645,2024-11-06,Desktop,No,No,No,-
646,2024-11-26,Tablet,Yes,Yes,No,Not Ready to Buy
647,2024-11-03,Mobile,Yes,No,No,High Shipping Cost
648,2024-11-10,Desktop,No,No,No,-
649,2024-11-24,Desktop,Yes,Yes,Yes,-
650,2024-11-14,Desktop,No,No,No,-
651,2024-11-06,Mobile,Yes,Yes,No,Forced Account Creation
652,2024-11-26,Mobile,Yes,Yes,Yes,-
653,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
654,2024-11-25,Tablet,Yes,Yes,No,Not Ready to Buy
655,2024-11-27,Desktop,Yes,Yes,Yes,-
656,2024-11-10,Desktop,Yes,Yes,Yes,-
657,2024-11-01,Tablet,Yes,Yes,No,Not Ready to Buy
658,2024-11-30,Desktop,Yes,Yes,Yes,-
659,2024-11-28,Tablet,Yes,No,No,Not Ready to Buy
660,2024-11-03,Tablet,Yes,Yes,Yes,-
661,2024-11-10,Tablet,Yes,No,No,High Shipping Cost
662,2024-11-08,Mobile,Yes,Yes,Yes,-
663,2024-11-10,Desktop,No,No,No,-
664,2024-11-23,Desktop,Yes,No,No,High Shipping Cost
665,2024-11-03,Tablet,No,No,No,-
666,2024-11-27,Desktop,Yes,No,No,High Shipping Cost
667,2024-11-11,Desktop,Yes,Yes,No,Not Ready to Buy
668,2024-11-03,Tablet,Yes,Yes,No,Limited Payment Options
669,2024-11-14,Tablet,Yes,Yes,No,Limited Payment Options
670,2024-11-10,Tablet,Yes,No,No,Not Ready to Buy
671,2024-11-03,Mobile,No,No,No,-
672,2024-11-22,Desktop,No,No,No,-
673,2024-11-21,Desktop,No,No,No,-
674,2024-11-01,Desktop,Yes,No,No,Not Ready to Buy
675,2024-11-15,Desktop,Yes,Yes,Yes,-
676,2024-11-11,Tablet,Yes,Yes,No,Forced Account Creation
677,2024-11-01,Tablet,No,No,No,-
678,2024-11-26,Tablet,Yes,No,No,High Shipping Cost
679,2024-11-12,Desktop,Yes,Yes,No,High Shipping Cost
680,2024-11-10,Tablet,Yes,No,No,Complex Checkout Process
681,2024-11-16,Tablet,Yes,Yes,Yes,-
682,2024-11-24,Mobile,Yes,No,No,Forced Account Creation
683,2024-11-23,Mobile,No,No,No,-
684,2024-11-11,Mobile,Yes,No,No,Forced Account Creation
685,2024-11-24,Tablet,Yes,No,No,High Shipping Cost
686,2024-11-27,Desktop,No,No,No,-
687,2024-11-18,Mobile,Yes,Yes,Yes,-
688,2024-11-25,Mobile,No,No,No,-
689,2024-11-20,Tablet,Yes,Yes,No,High Shipping Cost
690,2024-11-26,Tablet,Yes,Yes,No,Limited Payment Options
691,2024-11-06,Desktop,Yes,Yes,Yes,-
692,2024-11-21,Mobile,No,No,No,-
693,2024-11-01,Tablet,No,No,No,-
694,2024-11-15,Mobile,Yes,No,No,Complex Checkout Process
695,2024-11-03,Tablet,No,No,No,-
696,2024-11-19,Desktop,Yes,Yes,Yes,-
697,2024-11-18,Mobile,Yes,No,No,Not Ready to Buy
698,2024-11-07,Desktop,Yes,Yes,Yes,-
699,2024-11-17,Mobile,Yes,No,No,Limited Payment Options
700,2024-11-01,Tablet,Yes,No,No,Limited Payment Options
701,2024-11-17,Mobile,Yes,Yes,No,Not Ready to Buy
702,2024-11-20,Mobile,Yes,Yes,No,High Shipping Cost
703,2024-11-13,Desktop,No,No,No,-
704,2024-11-12,Tablet,No,No,No,-
705,2024-11-19,Mobile,No,No,No,-
706,2024-11-06,Desktop,No,No,No,-
707,2024-11-25,Mobile,No,No,No,-
708,2024-11-14,Desktop,Yes,Yes,Yes,-
709,2024-11-01,Mobile,No,No,No,-
710,2024-11-28,Mobile,Yes,No,No,Limited Payment Options
711,2024-11-27,Mobile,Yes,No,No,Complex Checkout Process
712,2024-11-17,Mobile,Yes,No,No,Complex Checkout Process
713,2024-11-11,Desktop,Yes,Yes,No,Not Ready to Buy
714,2024-11-06,Desktop,Yes,No,No,Not Ready to Buy
715,2024-11-26,Tablet,Yes,Yes,Yes,-
716,2024-11-30,Tablet,Yes,Yes,No,Limited Payment Options
717,2024-11-15,Tablet,Yes,Yes,Yes,-
718,2024-11-19,Mobile,No,No,No,-
719,2024-11-10,Mobile,Yes,Yes,Yes,-
720,2024-11-25,Mobile,Yes,Yes,Yes,-
721,2024-11-15,Mobile,Yes,No,No,Not Ready to Buy
722,2024-11-10,Desktop,Yes,No,No,Not Ready to Buy
723,2024-11-18,Mobile,Yes,Yes,Yes,-
724,2024-11-15,Desktop,Yes,No,No,Not Ready to Buy
725,2024-11-17,Tablet,No,No,No,-
726,2024-11-26,Desktop,Yes,Yes,Yes,-
727,2024-11-10,Tablet,No,No,No,-
728,2024-11-16,Tablet,Yes,Yes,No,Limited Payment Options
729,2024-11-14,Tablet,No,No,No,-
730,2024-11-12,Desktop,Yes,Yes,Yes,-
731,2024-11-15,Tablet,Yes,Yes,Yes,-
732,2024-11-21,Desktop,Yes,No,No,Limited Payment Options
733,2024-11-12,Mobile,No,No,No,-
734,2024-11-01,Tablet,No,No,No,-
735,2024-11-14,Desktop,Yes,No,No,Limited Payment Options
736,2024-11-18,Tablet,Yes,Yes,No,Complex Checkout Process
737,2024-11-11,Mobile,No,No,No,-
738,2024-11-01,Desktop,Yes,No,No,High Shipping Cost
739,2024-11-03,Desktop,Yes,Yes,Yes,-
740,2024-11-04,Tablet,Yes,Yes,Yes,-
741,2024-11-25,Desktop,Yes,No,No,Forced Account Creation
742,2024-11-11,Tablet,Yes,No,No,High Shipping Cost
743,2024-11-08,Tablet,No,No,No,-
744,2024-11-28,Desktop,Yes,No,No,Complex Checkout Process
745,2024-11-13,Desktop,No,No,No,-
746,2024-11-28,Desktop,Yes,No,No,Not Ready to Buy
747,2024-11-08,Mobile,No,No,No,-
748,2024-11-23,Mobile,Yes,Yes,Yes,-
749,2024-11-20,Mobile,Yes,No,No,Forced Account Creation
750,2024-11-20,Desktop,Yes,No,No,Forced Account Creation
751,2024-11-08,Mobile,No,No,No,-
752,2024-11-06,Tablet,Yes,No,No,Forced Account Creation
753,2024-11-02,Desktop,No,No,No,-
754,2024-11-12,Mobile,Yes,Yes,No,Not Ready to Buy
755,2024-11-09,Tablet,Yes,Yes,Yes,-
756,2024-11-05,Mobile,Yes,Yes,No,Forced Account Creation
757,2024-11-29,Desktop,No,No,No,-
758,2024-11-01,Tablet,Yes,No,No,Limited Payment Options
759,2024-11-24,Desktop,Yes,Yes,Yes,-
760,2024-11-13,Mobile,Yes,No,No,Complex Checkout Process
761,2024-11-05,Desktop,No,No,No,-
762,2024-11-26,Mobile,No,No,No,-
763,2024-11-25,Tablet,Yes,Yes,Yes,-
764,2024-11-21,Mobile,Yes,No,No,High Shipping Cost
765,2024-11-05,Desktop,Yes,No,No,Forced Account Creation
766,2024-11-24,Mobile,Yes,Yes,No,Forced Account Creation
767,2024-11-05,Desktop,Yes,Yes,Yes,-
768,2024-11-09,Tablet,Yes,No,No,Complex Checkout Process
769,2024-11-06,Mobile,Yes,No,No,High Shipping Cost
770,2024-11-04,Desktop,No,No,No,-
771,2024-11-28,Mobile,No,No,No,-
772,2024-11-05,Tablet,No,No,No,-
773,2024-11-08,Desktop,No,No,No,-
774,2024-11-24,Mobile,Yes,No,No,Forced Account Creation
775,2024-11-18,Desktop,No,No,No,-
776,2024-11-06,Desktop,Yes,No,No,Not Ready to Buy
777,2024-11-13,Mobile,Yes,Yes,Yes,-
778,2024-11-19,Tablet,No,No,No,-
779,2024-11-07,Desktop,Yes,Yes,No,Not Ready to Buy
780,2024-11-01,Desktop,Yes,No,No,High Shipping Cost
781,2024-11-16,Mobile,Yes,Yes,Yes,-
782,2024-11-29,Mobile,Yes,Yes,No,Forced Account Creation
783,2024-11-27,Desktop,No,No,No,-
784,2024-11-02,Desktop,Yes,Yes,Yes,-
785,2024-11-30,Mobile,Yes,No,No,Forced Account Creation
786,2024-11-22,Desktop,Yes,No,No,Complex Checkout Process
787,2024-11-28,Mobile,Yes,No,No,Complex Checkout Process
788,2024-11-26,Tablet,No,No,No,-
789,2024-11-01,Desktop,No,No,No,-
790,2024-11-28,Desktop,No,No,No,-
791,2024-11-18,Mobile,No,No,No,-
792,2024-11-24,Tablet,Yes,No,No,Limited Payment Options
793,2024-11-06,Tablet,No,No,No,-
794,2024-11-03,Mobile,Yes,No,No,Complex Checkout Process
795,2024-11-07,Tablet,No,No,No,-
796,2024-11-29,Desktop,No,No,No,-
797,2024-11-22,Tablet,Yes,Yes,Yes,-
798,2024-11-27,Desktop,Yes,Yes,No,Not Ready to Buy
799,2024-11-22,Tablet,No,No,No,-
800,2024-11-09,Mobile,No,No,No,-
801,2024-11-01,Mobile,Yes,Yes,No,Limited Payment Options
802,2024-11-26,Tablet,Yes,Yes,Yes,-
803,2024-11-29,Mobile,Yes,Yes,Yes,-
804,2024-11-30,Mobile,Yes,Yes,No,Not Ready to Buy
805,2024-11-10,Desktop,Yes,Yes,Yes,-
806,2024-11-14,Tablet,No,No,No,-
807,2024-11-27,Mobile,Yes,Yes,No,Complex Checkout Process
808,2024-11-12,Desktop,No,No,No,-
809,2024-11-13,Tablet,No,No,No,-
810,2024-11-25,Mobile,No,No,No,-
811,2024-11-23,Tablet,No,No,No,-
812,2024-11-23,Desktop,Yes,Yes,No,Limited Payment Options
813,2024-11-04,Tablet,No,No,No,-
814,2024-11-22,Mobile,No,No,No,-
815,2024-11-22,Mobile,Yes,No,No,High Shipping Cost
816,2024-11-25,Tablet,No,No,No,-
817,2024-11-11,Mobile,Yes,Yes,Yes,-
818,2024-11-25,Desktop,No,No,No,-
819,2024-11-29,Mobile,No,No,No,-
820,2024-11-07,Desktop,No,No,No,-
821,2024-11-02,Mobile,Yes,No,No,Complex Checkout Process
822,2024-11-21,Desktop,Yes,No,No,Not Ready to Buy
823,2024-11-30,Mobile,No,No,No,-
824,2024-11-19,Tablet,No,No,No,-
825,2024-11-16,Mobile,No,No,No,-
826,2024-11-29,Mobile,Yes,Yes,Yes,-
827,2024-11-04,Desktop,No,No,No,-
828,2024-11-15,Desktop,No,No,No,-
829,2024-11-05,Desktop,Yes,Yes,No,Complex Checkout Process
830,2024-11-17,Mobile,Yes,No,No,Limited Payment Options
831,2024-11-29,Mobile,No,No,No,-
832,2024-11-02,Desktop,Yes,No,No,Not Ready to Buy
833,2024-11-02,Tablet,Yes,No,No,High Shipping Cost
834,2024-11-15,Mobile,Yes,Yes,No,High Shipping Cost
835,2024-11-14,Mobile,No,No,No,-
836,2024-11-27,Tablet,Yes,No,No,Not Ready to Buy
837,2024-11-21,Mobile,Yes,Yes,Yes,-
838,2024-11-27,Tablet,Yes,No,No,High Shipping Cost
839,2024-11-18,Tablet,No,No,No,-
840,2024-11-17,Mobile,No,No,No,-
841,2024-11-10,Desktop,Yes,Yes,Yes,-
842,2024-11-27,Desktop,Yes,Yes,No,High Shipping Cost
843,2024-11-25,Desktop,Yes,No,No,High Shipping Cost
844,2024-11-29,Desktop,Yes,Yes,Yes,-
845,2024-11-08,Tablet,Yes,No,No,Not Ready to Buy
846,2024-11-17,Desktop,Yes,Yes,Yes,-
847,2024-11-23,Mobile,Yes,No,No,Forced Account Creation
848,2024-11-26,Mobile,No,No,No,-
849,2024-11-04,Mobile,Yes,Yes,Yes,-
850,2024-11-16,Tablet,No,No,No,-
851,2024-11-14,Desktop,Yes,No,No,High Shipping Cost
852,2024-11-29,Tablet,Yes,No,No,Limited Payment Options
853,2024-11-12,Desktop,Yes,Yes,No,Not Ready to Buy
854,2024-11-16,Mobile,Yes,Yes,No,Limited Payment Options
855,2024-11-01,Tablet,Yes,No,No,High Shipping Cost
856,2024-11-26,Tablet,No,No,No,-
857,2024-11-08,Mobile,Yes,Yes,No,High Shipping Cost
858,2024-11-25,Desktop,Yes,No,No,Forced Account Creation
859,2024-11-07,Mobile,Yes,No,No,Forced Account Creation
860,2024-11-29,Desktop,Yes,Yes,No,Complex Checkout Process
861,2024-11-25,Mobile,Yes,Yes,Yes,-
862,2024-11-23,Tablet,No,No,No,-
863,2024-11-08,Mobile,Yes,Yes,Yes,-
864,2024-11-03,Mobile,No,No,No,-
865,2024-11-02,Mobile,Yes,No,No,Not Ready to Buy
866,2024-11-26,Mobile,Yes,No,No,Limited Payment Options
867,2024-11-17,Tablet,No,No,No,-
868,2024-11-15,Tablet,No,No,No,-
869,2024-11-07,Tablet,Yes,Yes,Yes,-
870,2024-11-17,Desktop,Yes,No,No,Complex Checkout Process
871,2024-11-26,Mobile,Yes,No,No,Limited Payment Options
872,2024-11-29,Desktop,Yes,Yes,No,Limited Payment Options
873,2024-11-24,Desktop,Yes,Yes,No,Forced Account Creation
874,2024-11-27,Tablet,No,No,No,-
875,2024-11-04,Tablet,No,No,No,-
876,2024-11-26,Mobile,Yes,No,No,High Shipping Cost
877,2024-11-08,Mobile,Yes,No,No,Forced Account Creation
878,2024-11-22,Tablet,No,No,No,-
879,2024-11-29,Mobile,No,No,No,-
880,2024-11-02,Tablet,No,No,No,-
881,2024-11-01,Tablet,Yes,Yes,No,Complex Checkout Process
882,2024-11-27,Mobile,Yes,No,No,Forced Account Creation
883,2024-11-10,Tablet,Yes,Yes,Yes,-
884,2024-11-06,Tablet,Yes,No,No,Forced Account Creation
885,2024-11-01,Mobile,No,No,No,-
886,2024-11-24,Tablet,Yes,No,No,High Shipping Cost
887,2024-11-30,Tablet,No,No,No,-
888,2024-11-23,Mobile,Yes,Yes,Yes,-
889,2024-11-04,Tablet,Yes,No,No,Not Ready to Buy
890,2024-11-14,Mobile,No,No,No,-
891,2024-11-15,Tablet,No,No,No,-
892,2024-11-24,Desktop,No,No,No,-
893,2024-11-19,Mobile,Yes,Yes,No,Complex Checkout Process
894,2024-11-03,Tablet,Yes,Yes,No,High Shipping Cost
895,2024-11-05,Mobile,Yes,No,No,Forced Account Creation
896,2024-11-26,Mobile,No,No,No,-
897,2024-11-11,Mobile,No,No,No,-
898,2024-11-19,Tablet,Yes,No,No,Complex Checkout Process
899,2024-11-16,Desktop,No,No,No,-
900,2024-11-15,Desktop,No,No,No,-
901,2024-11-13,Desktop,No,No,No,-
902,2024-11-13,Desktop,Yes,No,No,High Shipping Cost
903,2024-11-09,Mobile,Yes,Yes,Yes,-
904,2024-11-27,Mobile,Yes,Yes,No,High Shipping Cost
905,2024-11-03,Desktop,Yes,No,No,Limited Payment Options
906,2024-11-20,Mobile,Yes,No,No,High Shipping Cost
907,2024-11-21,Mobile,Yes,No,No,Forced Account Creation
908,2024-11-08,Tablet,Yes,No,No,Forced Account Creation
909,2024-11-16,Mobile,No,No,No,-
910,2024-11-10,Tablet,Yes,No,No,Limited Payment Options
911,2024-11-04,Desktop,Yes,Yes,Yes,-
912,2024-11-15,Tablet,Yes,Yes,No,Forced Account Creation
913,2024-11-06,Desktop,Yes,No,No,Forced Account Creation
914,2024-11-30,Mobile,Yes,No,No,Limited Payment Options
915,2024-11-05,Tablet,Yes,Yes,Yes,-
916,2024-11-12,Mobile,No,No,No,-
917,2024-11-07,Desktop,No,No,No,-
918,2024-11-16,Tablet,Yes,Yes,Yes,-
919,2024-11-13,Desktop,Yes,Yes,No,Forced Account Creation
920,2024-11-20,Mobile,Yes,Yes,Yes,-
921,2024-11-22,Desktop,No,No,No,-
922,2024-11-25,Mobile,Yes,Yes,Yes,-
923,2024-11-10,Desktop,No,No,No,-
924,2024-11-22,Desktop,Yes,Yes,Yes,-
925,2024-11-20,Mobile,No,No,No,-
926,2024-11-29,Mobile,No,No,No,-
927,2024-11-19,Tablet,Yes,Yes,Yes,-
928,2024-11-07,Desktop,No,No,No,-
929,2024-11-28,Desktop,No,No,No,-
930,2024-11-16,Desktop,Yes,Yes,Yes,-
931,2024-11-17,Desktop,Yes,Yes,No,Not Ready to Buy
932,2024-11-21,Tablet,No,No,No,-
933,2024-11-19,Desktop,Yes,No,No,High Shipping Cost
934,2024-11-20,Tablet,No,No,No,-
935,2024-11-16,Mobile,Yes,No,No,Forced Account Creation
936,2024-11-03,Desktop,Yes,No,No,Limited Payment Options
937,2024-11-23,Desktop,Yes,No,No,Forced Account Creation
938,2024-11-06,Mobile,Yes,No,No,High Shipping Cost
939,2024-11-03,Tablet,No,No,No,-
940,2024-11-06,Mobile,Yes,Yes,Yes,-
941,2024-11-12,Mobile,Yes,No,No,Complex Checkout Process
942,2024-11-02,Tablet,No,No,No,-
943,2024-11-29,Tablet,Yes,No,No,High Shipping Cost
944,2024-11-19,Tablet,No,No,No,-
945,2024-11-28,Desktop,No,No,No,-
946,2024-11-05,Tablet,No,No,No,-
947,2024-11-28,Mobile,No,No,No,-
948,2024-11-01,Desktop,No,No,No,-
949,2024-11-13,Desktop,Yes,Yes,Yes,-
950,2024-11-22,Mobile,Yes,Yes,Yes,-
951,2024-11-02,Desktop,Yes,Yes,No,High Shipping Cost
952,2024-11-18,Mobile,No,No,No,-
953,2024-11-07,Tablet,Yes,No,No,Forced Account Creation
954,2024-11-14,Mobile,No,No,No,-
955,2024-11-26,Mobile,No,No,No,-
956,2024-11-22,Tablet,Yes,No,No,Not Ready to Buy
957,2024-11-20,Desktop,No,No,No,-
958,2024-11-11,Tablet,Yes,Yes,Yes,-
959,2024-11-01,Tablet,Yes,No,No,Limited Payment Options
960,2024-11-30,Tablet,Yes,Yes,No,High Shipping Cost
961,2024-11-12,Desktop,Yes,No,No,Limited Payment Options
962,2024-11-22,Tablet,Yes,Yes,No,Complex Checkout Process
963,2024-11-23,Tablet,Yes,No,No,Limited Payment Options
964,2024-11-16,Desktop,Yes,No,No,Forced Account Creation
965,2024-11-19,Desktop,No,No,No,-
966,2024-11-28,Tablet,Yes,No,No,Complex Checkout Process
967,2024-11-22,Mobile,Yes,Yes,Yes,-
968,2024-11-20,Tablet,Yes,No,No,Complex Checkout Process
969,2024-11-11,Mobile,No,No,No,-
970,2024-11-10,Tablet,No,No,No,-
971,2024-11-21,Tablet,No,No,No,-
972,2024-11-30,Tablet,Yes,No,No,Not Ready to Buy
973,2024-11-09,Mobile,Yes,No,No,Not Ready to Buy
974,2024-11-22,Desktop,No,No,No,-
975,2024-11-28,Mobile,Yes,No,No,Forced Account Creation
976,2024-11-21,Tablet,No,No,No,-
977,2024-11-27,Tablet,No,No,No,-
978,2024-11-29,Desktop,No,No,No,-
979,2024-11-26,Mobile,Yes,No,No,High Shipping Cost
980,2024-11-21,Mobile,Yes,No,No,Not Ready to Buy
981,2024-11-03,Desktop,No,No,No,-
982,2024-11-22,Mobile,Yes,Yes,Yes,-
983,2024-11-20,Desktop,Yes,Yes,Yes,-
984,2024-11-18,Desktop,Yes,No,No,Limited Payment Options
985,2024-11-03,Mobile,No,No,No,-
986,2024-11-26,Mobile,Yes,Yes,Yes,-
987,2024-11-06,Desktop,Yes,No,No,Forced Account Creation
988,2024-11-22,Tablet,Yes,No,No,Limited Payment Options
989,2024-11-23,Mobile,No,No,No,-
990,2024-11-28,Tablet,No,No,No,-
991,2024-11-06,Tablet,Yes,No,No,Complex Checkout Process
992,2024-11-11,Mobile,No,No,No,-
993,2024-11-07,Mobile,Yes,No,No,High Shipping Cost
994,2024-11-07,Mobile,Yes,Yes,Yes,-
995,2024-11-30,Desktop,Yes,No,No,Complex Checkout Process
996,2024-11-09,Tablet,Yes,Yes,No,Forced Account Creation
997,2024-11-21,Mobile,No,No,No,-
998,2024-11-10,Tablet,No,No,No,-
999,2024-11-14,Tablet,Yes,Yes,Yes,-
1000,2024-11-26,Mobile,No,No,No,-
1001,2024-11-05,Desktop,Yes,No,No,High Shipping Cost
1002,2024-11-25,Tablet,No,No,No,-
1003,2024-11-17,Mobile,Yes,Yes,Yes,-
1004,2024-11-15,Mobile,Yes,Yes,No,Not Ready to Buy
1005,2024-11-18,Desktop,Yes,Yes,Yes,-
1006,2024-11-04,Mobile,Yes,Yes,Yes,-
1007,2024-11-10,Tablet,No,No,No,-
1008,2024-11-14,Mobile,Yes,Yes,Yes,-
1009,2024-11-16,Tablet,Yes,No,No,Forced Account Creation
1010,2024-11-05,Tablet,Yes,No,No,High Shipping Cost
1011,2024-11-21,Desktop,Yes,No,No,Not Ready to Buy
1012,2024-11-17,Mobile,No,No,No,-
1013,2024-11-12,Desktop,No,No,No,-
1014,2024-11-12,Mobile,Yes,No,No,Limited Payment Options
